accuracy,f1,roc_auc,precision,recall,userId,train_size,test_size,model
0.8,0.8571428571428571,1.0,0.75,1.0,267903,16,5,GCN
0.4,0.5714285714285715,0.5,0.5,0.6666666666666666,263665,18,5,GCN
0.0,,,,,98503,18,5,GCN
1.0,,,,,204829,18,5,GCN
0.4,0.5714285714285715,0.8333333333333334,0.4,1.0,81787,16,5,GCN
0.6,0.75,0.0,0.75,0.75,58073,16,5,GCN
0.0,0.0,0.0,0.0,0.0,88846,17,5,GCN
0.8,0.8,0.8333333333333333,1.0,0.6666666666666666,242798,18,5,GCN
0.8,0.8,1.0,1.0,0.6666666666666666,202592,17,5,GCN
0.4,0.5714285714285715,0.8333333333333334,0.4,1.0,257402,18,5,GCN
0.8,0.888888888888889,1.0,0.8,1.0,65197,17,5,GCN
0.8,0.8571428571428571,1.0,1.0,0.75,196336,17,5,GCN
0.6,0.6666666666666666,0.8333333333333334,0.5,1.0,269418,18,5,GCN
0.8,0.0,0.5,0.0,0.0,5205,16,5,GCN
0.2,,,,,114818,18,5,GCN
0.4,0.5714285714285715,0.33333333333333337,0.4,1.0,141,18,5,GCN
0.6,,,,,67758,18,5,GCN
0.4,0.4,0.5,0.3333333333333333,0.5,239572,17,5,GCN
0.6,0.6666666666666666,1.0,0.5,1.0,265212,18,5,GCN
0.6,0.7499999999999999,0.16666666666666666,0.6,1.0,60030,17,5,GCN
0.4,0.4,0.25,1.0,0.25,171616,16,5,GCN
0.3333333333333333,0.5,0.4444444444444445,0.4,0.6666666666666666,205574,22,6,GCN
0.6666666666666666,0.75,0.5,0.75,0.75,13897,22,6,GCN
1.0,,,,,200919,21,6,GCN
1.0,1.0,1.0,1.0,1.0,72026,19,5,GCN
0.8,0.6666666666666666,1.0,0.5,1.0,264566,20,5,GCN
0.5,0.5714285714285715,0.33333333333333337,0.5,0.6666666666666666,174957,21,6,GCN
0.6666666666666666,0.0,0.625,0.0,0.0,165741,22,6,GCN
0.8,0.8571428571428571,1.0,0.75,1.0,93509,20,5,GCN
0.2,0.0,0.0,0.0,0.0,246687,19,5,GCN
0.4,0.4,0.5,0.5,0.3333333333333333,107098,19,5,GCN
0.6666666666666666,0.8,0.625,0.6666666666666666,1.0,207235,21,6,GCN
0.4,0.4,0.6666666666666667,0.3333333333333333,0.5,107061,20,5,GCN
0.6666666666666666,0.8,1.0,0.6666666666666666,1.0,11481,21,6,GCN
0.6666666666666666,0.5,0.625,0.5,0.5,158033,20,6,GCN
0.6666666666666666,0.8,0.25,0.6666666666666666,1.0,179,20,6,GCN
0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,41336,20,6,GCN
0.8,0.888888888888889,0.0,0.8,1.0,180453,19,5,GCN
0.5,0.0,0.6,0.0,0.0,225869,22,6,GCN
0.6,0.7499999999999999,0.5,0.6,1.0,488,20,5,GCN
