accuracy,f1,roc_auc,precision,recall,userId,train_size,test_size,model
0.6363636363636364,0.75,0.5,0.6666666666666666,0.8571428571428571,160499,41,11,GCN
0.8181818181818182,0.8333333333333333,0.9,0.7142857142857143,1.0,148095,40,11,GCN
0.5,0.625,0.6571428571428571,0.45454545454545453,1.0,13744,45,12,GCN
0.5833333333333334,0.0,0.59375,0.0,0.0,177635,48,12,GCN
0.7857142857142857,0.88,0.8181818181818182,0.7857142857142857,1.0,226425,55,14,GCN
0.6428571428571429,0.782608695652174,0.6666666666666666,0.6428571428571429,1.0,11812,52,14,GCN
0.5714285714285714,0.4,0.75,1.0,0.25,37439,55,14,GCN
0.7142857142857143,0.8,0.9166666666666667,0.6666666666666666,1.0,199977,53,14,GCN
0.5,0.5882352941176471,0.5416666666666666,0.5555555555555556,0.625,204491,55,14,GCN
0.5,0.631578947368421,0.3958333333333333,0.5454545454545454,0.75,86312,54,14,GCN
0.7142857142857143,0.8333333333333333,0.7250000000000001,0.7142857142857143,1.0,173502,52,14,GCN
0.07692307692307693,0.14285714285714285,0.40909090909090906,0.08333333333333333,0.5,3589,48,13,GCN
0.8571428571428571,0.923076923076923,0.375,0.8571428571428571,1.0,146823,52,14,GCN
0.5714285714285714,0.7000000000000001,0.18749999999999997,0.5833333333333334,0.875,18255,52,14,GCN
0.5833333333333334,0.0,0.8857142857142857,0.0,0.0,21077,48,12,GCN
0.6923076923076923,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.7142857142857143,13052,52,13,GCN
0.5,0.0,0.5185185185185186,0.0,0.0,161005,48,12,GCN
0.7857142857142857,0.6666666666666666,0.875,1.0,0.5,80710,53,14,GCN
0.7142857142857143,0.8000000000000002,0.8500000000000001,0.8,0.8,107139,55,14,GCN
0.46153846153846156,0.5333333333333333,0.5714285714285714,0.4444444444444444,0.6666666666666666,38750,52,13,GCN
0.9230769230769231,0.9600000000000001,0.75,0.9230769230769231,1.0,118656,52,13,GCN
0.4666666666666667,0.6363636363636364,0.7142857142857142,0.4666666666666667,1.0,69572,56,15,GCN
0.46153846153846156,0.631578947368421,0.47619047619047616,0.46153846153846156,1.0,74929,51,13,GCN
0.7692307692307693,0.8571428571428572,0.6000000000000001,0.8181818181818182,0.9,68670,50,13,GCN
0.6923076923076923,0.0,0.8333333333333334,0.0,0.0,26156,52,13,GCN
0.6153846153846154,0.761904761904762,0.775,0.6153846153846154,1.0,43055,50,13,GCN
0.42857142857142855,0.5555555555555556,0.7555555555555555,0.38461538461538464,1.0,96468,54,14,GCN
0.6923076923076923,0.75,0.825,0.75,0.75,23702,48,13,GCN
0.5,0.6,0.6031746031746033,0.5454545454545454,0.6666666666666666,165008,61,16,GCN
0.26666666666666666,0.15384615384615385,0.5227272727272727,0.5,0.09090909090909091,59612,57,15,GCN
0.5882352941176471,0.7407407407407407,0.2857142857142857,0.5882352941176471,1.0,243874,65,17,GCN
0.6875,0.8148148148148148,0.4375,0.7333333333333333,0.9166666666666666,158418,63,16,GCN
0.4375,0.5714285714285714,0.46875,0.46153846153846156,0.75,132171,60,16,GCN
0.3125,0.4210526315789473,0.21818181818181823,0.2857142857142857,0.8,206315,61,16,GCN
0.8235294117647058,0.9032258064516129,0.75,0.9333333333333333,0.875,36251,66,17,GCN
0.5,0.6363636363636365,0.6166666666666667,0.5833333333333334,0.7,37108,63,16,GCN
0.8,0.88,0.8181818181818181,0.7857142857142857,1.0,212772,59,15,GCN
0.3888888888888889,0.56,0.5064935064935064,0.3888888888888889,1.0,196246,70,18,GCN
0.6666666666666666,0.7499999999999999,0.7160493827160493,0.6,1.0,31629,69,18,GCN
0.6666666666666666,0.8,0.41666666666666663,0.6666666666666666,1.0,126005,68,18,GCN
0.6666666666666666,0.7,0.675,0.7,0.7,189918,68,18,GCN
0.4375,0.1818181818181818,0.380952380952381,0.5,0.1111111111111111,263564,63,16,GCN
0.4666666666666667,0.6363636363636364,0.5714285714285714,0.4666666666666667,1.0,107721,60,15,GCN
0.5882352941176471,0.36363636363636365,0.6666666666666666,0.6666666666666666,0.25,1900,65,17,GCN
0.6666666666666666,0.6666666666666667,0.7037037037037037,0.5555555555555556,0.8333333333333334,209024,60,15,GCN
0.7058823529411765,0.8275862068965517,0.5666666666666667,0.7058823529411765,1.0,187974,67,17,GCN
0.4117647058823529,0.375,0.44444444444444453,0.375,0.375,216255,67,17,GCN
0.8823529411764706,0.9375,0.8,0.8823529411764706,1.0,17756,68,17,GCN
0.5882352941176471,0.5333333333333333,0.6142857142857143,0.5,0.5714285714285714,113726,67,17,GCN
0.5625,0.588235294117647,0.6507936507936508,0.5,0.7142857142857143,178619,60,16,GCN
0.3125,0.35294117647058826,0.421875,0.3333333333333333,0.375,48607,62,16,GCN
0.6875,0.6153846153846153,0.6666666666666666,0.5714285714285714,0.6666666666666666,140006,63,16,GCN
0.45,0.15384615384615385,0.4791666666666667,1.0,0.08333333333333333,98213,79,20,GCN
0.47619047619047616,0.15384615384615385,0.6759259259259259,1.0,0.08333333333333333,31962,84,21,GCN
0.5263157894736842,0.608695652173913,0.7386363636363636,0.4666666666666667,0.875,187347,74,19,GCN
0.7894736842105263,0.846153846153846,0.8636363636363636,0.7333333333333333,1.0,49227,74,19,GCN
0.6666666666666666,0.7741935483870968,0.4807692307692307,0.6666666666666666,0.9230769230769231,216676,82,21,GCN
0.55,0.64,0.630952380952381,0.7272727272727273,0.5714285714285714,545,76,20,GCN
0.7142857142857143,0.0,0.6333333333333333,0.0,0.0,249938,82,21,GCN
0.65,0.7741935483870968,0.5119047619047619,0.7058823529411765,0.8571428571428571,153761,76,20,GCN
0.7142857142857143,0.8333333333333333,0.6222222222222222,0.7142857142857143,1.0,269242,82,21,GCN
0.7142857142857143,0.5,0.6153846153846154,0.75,0.375,245148,81,21,GCN
0.5454545454545454,0.6874999999999999,0.6,0.55,0.9166666666666666,16288,88,22,GCN
0.7222222222222222,0.6666666666666666,0.7875,0.7142857142857143,0.625,51423,72,18,GCN
0.65,0.2222222222222222,0.6145833333333334,1.0,0.125,257370,76,20,GCN
0.45,0.2666666666666667,0.7252747252747254,1.0,0.15384615384615385,45861,80,20,GCN
0.7368421052631579,0.0,0.2857142857142857,0.0,0.0,128929,76,19,GCN
0.7142857142857143,0.8125000000000001,0.8461538461538461,0.6842105263157895,1.0,217283,83,21,GCN
0.6666666666666666,0.7857142857142857,0.4027777777777778,0.6875,0.9166666666666666,212225,71,18,GCN
0.7142857142857143,0.8333333333333333,0.6666666666666667,0.7142857142857143,1.0,184285,80,21,GCN
0.3888888888888889,0.5217391304347825,0.5584415584415584,0.375,0.8571428571428571,98258,72,18,GCN
0.7,0.8125,0.640625,0.8125,0.8125,73951,79,20,GCN
0.8181818181818182,0.9,0.37500000000000006,0.8181818181818182,1.0,150842,85,22,GCN
0.7368421052631579,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666,108891,76,19,GCN
0.6190476190476191,0.7647058823529412,0.4903846153846154,0.6190476190476191,1.0,50554,81,21,GCN
0.5789473684210527,0.7333333333333334,0.6022727272727273,0.5789473684210527,1.0,219541,74,19,GCN
0.6190476190476191,0.7499999999999999,0.6851851851851852,0.6,1.0,3886,83,21,GCN
0.6111111111111112,0.7586206896551725,0.4285714285714286,0.6111111111111112,1.0,264916,71,18,GCN
0.7307692307692307,0.0,0.5112781954887218,0.0,0.0,136472,101,26,GCN
0.5384615384615384,0.7000000000000001,0.6666666666666667,0.5384615384615384,1.0,58734,102,26,GCN
0.5925925925925926,0.0,0.5568181818181819,0.0,0.0,243176,108,27,GCN
0.68,0.33333333333333337,0.7466666666666667,1.0,0.2,262815,97,25,GCN
0.64,0.7804878048780487,0.6666666666666667,0.64,1.0,57999,96,25,GCN
0.7307692307692307,0.0,0.6616541353383458,0.0,0.0,141006,102,26,GCN
0.5384615384615384,0.14285714285714288,0.4545454545454546,0.3333333333333333,0.09090909090909091,46272,104,26,GCN
0.52,0.6666666666666665,0.6103896103896104,0.5454545454545454,0.8571428571428571,226047,96,25,GCN
0.6296296296296297,0.7619047619047621,0.6352941176470589,0.64,0.9411764705882353,246019,106,27,GCN
0.7142857142857143,0.5555555555555556,0.8769230769230769,1.0,0.38461538461538464,48762,110,28,GCN
0.6086956521739131,0.7096774193548387,0.75,0.5789473684210527,0.9166666666666666,32226,88,23,GCN
0.7391304347826086,0.0,0.4444444444444444,0.0,0.0,235766,91,23,GCN
0.4230769230769231,0.5714285714285715,0.35625,0.4,1.0,208686,100,26,GCN
0.6296296296296297,0.7499999999999999,0.5,0.6818181818181818,0.8333333333333334,227516,105,27,GCN
0.5217391304347826,0.5925925925925926,0.47619047619047616,0.4444444444444444,0.8888888888888888,128626,90,23,GCN
0.37037037037037035,0.4848484848484848,0.46296296296296297,0.5333333333333333,0.4444444444444444,1585,106,27,GCN
0.5357142857142857,0.6829268292682926,0.7193877551020409,0.5185185185185185,1.0,174429,111,28,GCN
0.6428571428571429,0.782608695652174,0.7611111111111111,0.6428571428571429,1.0,115325,110,28,GCN
0.5833333333333334,0.0,0.5714285714285714,0.0,0.0,147488,95,24,GCN
0.43478260869565216,0.5185185185185185,0.49242424242424243,0.4375,0.6363636363636364,40206,92,23,GCN
0.4583333333333333,0.4800000000000001,0.625,0.6666666666666666,0.375,115539,94,24,GCN
0.7407407407407407,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.16666666666666666,251931,107,27,GCN
0.375,0.48275862068965514,0.6171875,0.3333333333333333,0.875,78749,93,24,GCN
0.6666666666666666,0.7999999999999999,0.6554621848739496,0.6956521739130435,0.9411764705882353,65680,96,24,GCN
0.5588235294117647,0.5161290322580644,0.6893939393939394,0.8888888888888888,0.36363636363636365,27834,132,34,GCN
0.696969696969697,0.8214285714285714,0.6435185185185185,0.71875,0.9583333333333334,64839,129,33,GCN
0.6666666666666666,0.45454545454545453,0.672077922077922,0.625,0.35714285714285715,13440,144,36,GCN
0.5806451612903226,0.7346938775510204,0.7692307692307692,0.5806451612903226,1.0,211435,121,31,GCN
0.5714285714285714,0.4444444444444445,0.527972027972028,0.42857142857142855,0.46153846153846156,79433,139,35,GCN
0.75,0.0,0.48559670781893,0.0,0.0,213243,143,36,GCN
0.5517241379310345,0.6486486486486486,0.5095238095238095,0.5454545454545454,0.8,29409,112,29,GCN
0.6857142857142857,0.7843137254901961,0.677536231884058,0.7142857142857143,0.8695652173913043,44756,139,35,GCN
0.6129032258064516,0.7599999999999999,0.5409090909090909,0.6333333333333333,0.95,220840,123,31,GCN
0.5806451612903226,0.43478260869565216,0.48739495798319327,0.5555555555555556,0.35714285714285715,99094,122,31,GCN
0.5151515151515151,0.6521739130434783,0.7703703703703704,0.4838709677419355,1.0,253973,132,33,GCN
0.6052631578947368,0.7540983606557378,0.5478260869565218,0.6052631578947368,1.0,27589,150,38,GCN
0.75,0.8571428571428571,0.7447916666666666,0.75,1.0,11527,124,32,GCN
0.7058823529411765,0.8214285714285715,0.35968379446640314,0.696969696969697,1.0,64720,132,34,GCN
0.6206896551724138,0.35294117647058826,0.5735294117647058,0.6,0.25,259307,114,29,GCN
0.5945945945945946,0.7457627118644068,0.4545454545454546,0.5945945945945946,1.0,209756,144,37,GCN
0.5172413793103449,0.0,0.5736842105263158,0.0,0.0,219660,114,29,GCN
0.6363636363636364,0.7692307692307692,0.7896825396825398,0.6451612903225806,0.9523809523809523,189702,129,33,GCN
0.8,0.888888888888889,0.40972222222222227,0.8,1.0,92428,117,30,GCN
0.6451612903225806,0.0,0.55,0.0,0.0,167513,124,31,GCN
0.6756756756756757,0.8064516129032258,0.6533333333333333,0.6756756756756757,1.0,77286,144,37,GCN
0.5666666666666667,0.5185185185185185,0.6334841628959276,0.7,0.4117647058823529,156037,118,30,GCN
0.6666666666666666,0.7924528301886793,0.6666666666666666,0.65625,1.0,82456,129,33,GCN
0.40540540540540543,0.5599999999999999,0.5545454545454546,0.4,0.9333333333333333,178933,145,37,GCN
0.6774193548387096,0.8,0.5555555555555556,0.7142857142857143,0.9090909090909091,229443,121,31,GCN
0.5319148936170213,0.6944444444444445,0.6483516483516484,0.5434782608695652,0.9615384615384616,151503,185,47,GCN
0.6190476190476191,0.7647058823529412,0.6370370370370371,0.6341463414634146,0.9629629629629629,108145,168,42,GCN
0.6585365853658537,0.5333333333333333,0.6411483253588516,0.7272727272727273,0.42105263157894735,27142,161,41,GCN
0.7272727272727273,0.0,0.5078125,0.0,0.0,229207,172,44,GCN
0.6428571428571429,0.782608695652174,0.6148148148148148,0.6428571428571429,1.0,18143,165,42,GCN
0.5476190476190477,0.7076923076923077,0.6292906178489702,0.5476190476190477,1.0,10059,164,42,GCN
0.5238095238095238,0.6875000000000001,0.7545454545454546,0.5238095238095238,1.0,46087,167,42,GCN
0.7,0.39999999999999997,0.6990595611285266,0.4444444444444444,0.36363636363636365,96479,157,40,GCN
0.44680851063829785,0.5357142857142857,0.427536231884058,0.46875,0.625,73261,187,47,GCN
0.7735849056603774,0.8723404255319149,0.6402439024390244,0.7735849056603774,1.0,180733,212,53,GCN
0.5769230769230769,0.717948717948718,0.7797619047619048,0.56,1.0,52327,206,52,GCN
0.6097560975609756,0.7499999999999999,0.6519607843137255,0.6,1.0,185239,164,41,GCN
0.5660377358490566,0.7160493827160493,0.4413489736070381,0.58,0.9354838709677419,212625,208,53,GCN
0.5348837209302325,0.6969696969696969,0.6543478260869565,0.5348837209302325,1.0,93655,168,43,GCN
0.6585365853658537,0.3,0.6691176470588236,1.0,0.17647058823529413,92970,160,41,GCN
0.6666666666666666,0.7999999999999999,0.5601851851851851,0.7272727272727273,0.8888888888888888,116934,191,48,GCN
0.6078431372549019,0.7560975609756097,0.7193548387096774,0.6078431372549019,1.0,148197,203,51,GCN
0.36,0.48387096774193555,0.6485568760611206,0.3488372093023256,0.7894736842105263,41125,196,50,GCN
0.54,0.6933333333333334,0.5603864734299516,0.5416666666666666,0.9629629629629629,14259,200,50,GCN
0.5238095238095238,0.6296296296296297,0.5046296296296298,0.5666666666666667,0.7083333333333334,79687,165,42,GCN
0.4772727272727273,0.6461538461538462,0.5755693581780539,0.4772727272727273,1.0,251785,175,44,GCN
0.6666666666666666,0.787878787878788,0.5623342175066313,0.7027027027027027,0.896551724137931,100885,168,42,GCN
0.5283018867924528,0.6913580246913581,0.6142857142857142,0.5283018867924528,1.0,151,212,53,GCN
0.6304347826086957,0.7536231884057972,0.5873015873015873,0.6341463414634146,0.9285714285714286,50537,180,46,GCN
0.6153846153846154,0.0,0.36571428571428566,0.0,0.0,260844,155,39,GCN
0.45348837209302323,0.6178861788617886,0.4761904761904761,0.4810126582278481,0.8636363636363636,107984,342,86,GCN
0.8082191780821918,0.893939393939394,0.4551282051282051,0.8194444444444444,0.9833333333333333,189526,289,73,GCN
0.5538461538461539,0.6813186813186813,0.56,0.5535714285714286,0.8857142857142857,132915,259,65,GCN
0.5384615384615384,0.6590909090909092,0.48011363636363635,0.5178571428571429,0.90625,60483,260,65,GCN
0.7352941176470589,0.847457627118644,0.7001153402537486,0.746268656716418,0.9803921568627451,34388,268,68,GCN
0.6851851851851852,0.37037037037037035,0.5786963434022258,0.5,0.29411764705882354,35578,215,54,GCN
0.6507936507936508,0.7884615384615385,0.48115299334811534,0.6507936507936508,1.0,42966,250,63,GCN
0.5166666666666667,0.6588235294117647,0.4702581369248036,0.5384615384615384,0.8484848484848485,199843,236,60,GCN
0.6111111111111112,0.7407407407407407,0.5932678821879382,0.6,0.967741935483871,223949,214,54,GCN
0.6493506493506493,0.773109243697479,0.6702127659574468,0.6388888888888888,0.9787234042553191,152746,308,77,GCN
0.7432432432432432,0.8503937007874015,0.6,0.75,0.9818181818181818,245980,296,74,GCN
0.7096774193548387,0.4,0.5897435897435896,0.8571428571428571,0.2608695652173913,48244,248,62,GCN
0.7105263157894737,0.78,0.7015384615384616,0.78,0.78,54625,300,76,GCN
0.6219512195121951,0.6265060240963856,0.6738738738738739,0.5652173913043478,0.7027027027027027,257017,328,82,GCN
0.7011494252873564,0.48,0.7222222222222222,0.8571428571428571,0.3333333333333333,130874,348,87,GCN
0.5853658536585366,0.7343750000000001,0.6097264437689969,0.5802469135802469,1.0,252807,324,82,GCN
0.55,0.7000000000000001,0.4,0.56,0.9333333333333333,72259,316,80,GCN
0.5352112676056338,0.6972477064220183,0.7724358974358975,0.5428571428571428,0.9743589743589743,208898,280,71,GCN
0.6623376623376623,0.717391304347826,0.6990358126721763,0.6875,0.75,88781,308,77,GCN
